model         cs_top1  cs_top2  cs_top3  cs_top4  cs_top5  cs_top6  cs_top7  cs_top8  cs_top9  cs_top10  cs_top15  cs_top20  cs_top25  cs_top30  cs_top35  cs_top40  cs_top45  cs_top50
C1906TS210_3  [0]      [0.429]  [0.438]  0.443    0.445    0.445    0.445    0.443    0.445    0.446     0.443     0.442     0.430     0.427     0.422     0.419     0.419     0.419
C1906TS210_4  [0]      [0.429]  0.418    0.412    0.410    0.408    0.408    0.402    0.401    0.400     0.401     0.402     0.393     0.393     0.389     0.388     0.388     0.387
C1906TS131_5  [0]      0        0.428    [0.570]  0.637    0.677    0.708    0.679    0.651    0.637     0.582     0.567     0.539     0.527     0.515     0.507     0.504     0.502
C1906TS131_1  [0]      0        0        0.569    [0.652]  [0.694]  [0.724]  [0.693]  [0.663]  [0.648]   [0.590]   [0.573]   [0.545]   [0.532]   0.519     0.511     0.508     0.506
C1906TS131_4  [0]      0        0        0        0.648    0.687    0.719    0.688    0.660    0.645     0.588     0.571     0.542     0.530     0.517     0.509     0.506     0.503
C1906TS131_2  [0]      0        0        0        0        0.678    0.705    0.677    0.649    0.635     0.581     0.565     0.538     0.525     0.513     0.506     0.503     0.500
C1906TS131_3  [0]      0        0        0        0        0        0.717    0.687    0.657    0.642     0.586     0.570     0.542     0.529     0.517     0.509     0.506     0.503
C1906TS401_1  [0]      0        0        0        0        0        0        0.475    0.466    0.490     0.501     0.509     0.495     0.486     0.477     0.473     0.471     0.469
C1906TS210_5  [0]      0        0        0        0        0        0        0        0.442    0.442     0.437     0.440     0.429     0.427     0.423     0.420     0.421     0.420
C1906TS156_1  [0]      0        0        0        0        0        0        0        0        0.510     0.542     0.553     0.542     0.530     0.518     0.512     0.509     0.507
C1906TS044_1  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0         0         [0.532]   [0.545]   [0.540]
C1906TS087_2  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0.479     0.474     0.473     0.474     0.475
C1906TS087_3  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0         0         0.397     0.397     0.398
C1906TS087_4  [0]      0        0        0        0        0        0        0        0        0         0.469     0.475     0.464     0.466     0.461     0.463     0.463     0.463
C1906TS152_3  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0         0         0         0.531     0.528
C1906TS156_2  [0]      0        0        0        0        0        0        0        0        0         0         0         0.534     0.523     0.511     0.505     0.502     0.500
C1906TS156_3  [0]      0        0        0        0        0        0        0        0        0         0.538     0.544     0.532     0.521     0.510     0.504     0.502     0.500
C1906TS156_4  [0]      0        0        0        0        0        0        0        0        0         0         0.543     0.533     0.521     0.509     0.504     0.500     0.499
C1906TS156_5  [0]      0        0        0        0        0        0        0        0        0         0.531     0.539     0.528     0.516     0.505     0.499     0.496     0.494
C1906TS210_2  [0]      0        0        0        0        0        0        0        0        0         0.416     0.417     0.409     0.408     0.404     0.403     0.403     0.403
C1906TS211_1  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0         0         0         0.488     0.488
C1906TS211_3  [0]      0        0        0        0        0        0        0        0        0         0         0         0.332     0.332     0.341     0.350     0.361     0.367
C1906TS211_4  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0         0.337     0.344     0.350     0.355
C1906TS211_5  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0         0         0.344     0.353     0.360
C1906TS213_1  [0]      0        0        0        0        0        0        0        0        0         0         0.532     0.526     0.517     0.522     0.524     0.532     0.528
C1906TS213_2  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0         [0.526]   0.528     0.537     0.532
C1906TS213_3  [0]      0        0        0        0        0        0        0        0        0         0         0.536     0.530     0.522     [0.526]   0.528     0.536     0.532
C1906TS213_4  [0]      0        0        0        0        0        0        0        0        0         0         0.535     0.528     0.520     0.525     0.526     0.534     0.530
C1906TS213_5  [0]      0        0        0        0        0        0        0        0        0         0         0         0.527     0.519     0.524     0.525     0.534     0.529
C1906TS215_1  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0         0         0.481     0.486     0.486
C1906TS215_2  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0         0         0         0.444     0.446
C1906TS215_3  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0         0         0         0         0.450
C1906TS215_4  [0]      0        0        0        0        0        0        0        0        0         0.449     0.465     0.459     0.454     0.450     0.450     0.454     0.454
C1906TS215_5  [0]      0        0        0        0        0        0        0        0        0         0         0         0.466     0.461     0.457     0.457     0.460     0.460
C1906TS228_1  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0         0.523     0.524     0.532     0.528
C1906TS230_2  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0         0.295     0.295     0.296     0.297
C1906TS230_4  [0]      0        0        0        0        0        0        0        0        0         0         0         0.299     0.300     0.298     0.297     0.298     0.299
C1906TS258_3  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0.329     0.327     0.327     0.328     0.328
C1906TS273_2  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0         0         0         0         0.375
C1906TS273_3  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0         0         0         0.366     0.374
C1906TS301_1  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0         0         0         [0.545]   [0.540]
C1906TS309_1  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0         0         0         0         0.463
C1906TS309_2  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0.432     0.429     0.428     0.430     0.432
C1906TS413_2  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0         0         0         0         0.487
C1906TS414_1  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0.477     0.472     0.470     0.471     0.470
C1906TS414_2  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0         0         0.469     0.469     0.468
C1906TS414_3  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0         0.480     0.479     0.478     0.477
C1906TS414_4  [0]      0        0        0        0        0        0        0        0        0         0         0.471     0.459     0.460     0.457     0.456     0.456     0.456
C1906TS414_5  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0.490     0.488     0.487     0.486     0.486
C1906TS438_3  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0         0         0         0         0.496
