model         cs_top1  cs_top2  cs_top3  cs_top4  cs_top5  cs_top6  cs_top7  cs_top8  cs_top9  cs_top10  cs_top15  cs_top20  cs_top25  cs_top30  cs_top35  cs_top40  cs_top45  cs_top50
C1904TS156_4  [0]      [0.432]  [0.634]  0.702    0.633    0.674    0.694    0.655    0.613    0.590     0.514     0.501     0.483     0.477     0.475     0.476     0.475     0.474
C1904TS215_1  [0]      [0.432]  0.427    0.427    0.440    0.437    0.435    0.437    0.417    0.420     0.392     0.389     0.380     0.387     0.388     0.397     0.394     0.391
C1904TS156_1  [0]      0        0.630    0.705    0.634    0.678    0.697    0.657    0.614    0.591     0.513     0.499     0.481     0.475     0.473     0.474     0.473     0.472
C1904TS156_3  [0]      0        0        [0.706]  [0.636]  [0.679]  [0.700]  [0.660]  [0.618]  [0.594]   [0.517]   [0.503]   [0.485]   [0.479]   [0.476]   0.477     0.476     [0.475]
C1904TS215_2  [0]      0        0        0        0.437    0.434    0.433    0.441    0.420    0.426     0.396     0.391     0.381     0.389     0.390     0.400     0.397     0.395
C1904TS156_2  [0]      0        0        0        0        [0.679]  0.697    0.658    0.615    0.591     0.514     0.500     0.481     0.475     0.473     0.473     0.472     0.471
C1904TS156_5  [0]      0        0        0        0        0        0.671    0.635    0.595    0.574     0.503     0.492     0.475     0.470     0.469     0.470     0.470     0.469
C1904TS215_4  [0]      0        0        0        0        0        0        0.435    0.414    0.419     0.391     0.386     0.377     0.384     0.385     0.394     0.391     0.389
C1904TS230_2  [0]      0        0        0        0        0        0        0        0.298    0.295     0.292     0.295     0.293     0.291     0.291     0.291     0.291     0.291
C1904TS215_3  [0]      0        0        0        0        0        0        0        0        0.408     0.385     0.381     0.372     0.379     0.380     0.390     0.387     0.385
C1904TS044_1  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0         0         [0.488]   [0.479]   0.472
C1904TS087_1  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0         0         0         0         0.416
C1904TS087_2  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0         0         0         0.433     0.438
C1904TS131_1  [0]      0        0        0        0        0        0        0        0        0         0         0         0.461     0.457     0.458     0.459     0.458     0.458
C1904TS131_2  [0]      0        0        0        0        0        0        0        0        0         0         0.449     0.459     0.456     0.457     0.458     0.457     0.457
C1904TS131_3  [0]      0        0        0        0        0        0        0        0        0         0         0.452     0.463     0.459     0.460     0.460     0.459     0.459
C1904TS131_4  [0]      0        0        0        0        0        0        0        0        0         0         0         0.460     0.456     0.456     0.456     0.456     0.456
C1904TS131_5  [0]      0        0        0        0        0        0        0        0        0         0         0.449     0.460     0.457     0.458     0.459     0.458     0.458
C1904TS152_1  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0         0         0         0.433     0.438
C1904TS152_3  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0         0         0         0.429     0.441
C1904TS210_1  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0.386     0.397     0.399     0.402     0.404
C1904TS210_2  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0         0.404     0.407     0.409     0.411
C1904TS210_3  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0         0.399     0.401     0.403     0.405
C1904TS210_4  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0         0.397     0.400     0.402     0.404
C1904TS210_5  [0]      0        0        0        0        0        0        0        0        0         0         0         0.360     0.363     0.359     0.356     0.360     0.362
C1904TS213_1  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0         0         0.484     0.475     0.469
C1904TS213_2  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0.439     0.448     0.484     0.475     0.468
C1904TS213_3  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0.439     0.448     0.484     0.475     0.469
C1904TS213_4  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0         0.448     0.485     0.476     0.469
C1904TS213_5  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0.440     0.448     0.484     0.476     0.469
C1904TS215_5  [0]      0        0        0        0        0        0        0        0        0         0.399     0.395     0.385     0.393     0.394     0.405     0.402     0.399
C1904TS228_1  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0         0         0.476     0.468     0.461
C1904TS230_1  [0]      0        0        0        0        0        0        0        0        0         0         0.291     0.291     0.289     0.290     0.290     0.290     0.290
C1904TS230_3  [0]      0        0        0        0        0        0        0        0        0         0.288     0.292     0.293     0.291     0.291     0.291     0.292     0.292
C1904TS230_4  [0]      0        0        0        0        0        0        0        0        0         0         0         0.294     0.293     0.293     0.293     0.293     0.293
C1904TS230_5  [0]      0        0        0        0        0        0        0        0        0         0.289     0.292     0.292     0.290     0.290     0.290     0.291     0.291
C1904TS273_1  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0         0         0.486     0.478     0.472
C1904TS273_2  [0]      0        0        0        0        0        0        0        0        0         0.395     0.427     0.418     0.416     0.420     0.423     0.429     0.433
C1904TS405_1  [0]      0        0        0        0        0        0        0        0        0         0         0         0.360     0.363     0.359     0.356     0.360     0.362
C1904TS405_2  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0         0         0         0.347     0.352
C1904TS405_3  [0]      0        0        0        0        0        0        0        0        0         0.317     0.322     0.327     0.329     0.330     0.330     0.332     0.333
C1904TS405_4  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0.349     0.348     0.347     0.352     0.356
C1904TS405_5  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0         0         0         0         0.352
C1904TS413_1  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0         0.415     0.420     0.433     0.438
C1904TS413_2  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0         0         0         0         0.440
C1904TS413_3  [0]      0        0        0        0        0        0        0        0        0         0         0.427     0.417     0.415     0.419     0.423     0.428     0.433
C1904TS413_4  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0         0         0.423     0.431     0.441
C1904TS413_5  [0]      0        0        0        0        0        0        0        0        0         0         0         0         0         0         0         0.428     0.443
