model         cs_top1  cs_top2  cs_top3  cs_top4  cs_top5  cs_top6  cs_top7  cs_top8  cs_top9  cs_top10  cs_top15  cs_top20  cs_top25  cs_top30  cs_top35  cs_top40  cs_top45  cs_top50
C1907TS273_1  [0]      [0.42]   0.644    0.595    0.576    0.539    0.524    0.508    0.502    0.508     0.520     0.510     0.506     0.491     0.484     0.481     0.476     0.472
C1907TS087_2  [0]      [0.42]   0.423    0.437    0.456    0.451    0.458    0.470    0.474    0.474     0.480     0.474     0.478     0.481     0.480     0.480     0.481     0.482
C1907TS010_2  [0]      0.00     [0.646]  [0.600]  [0.583]  [0.547]  [0.531]  [0.515]  [0.510]  [0.514]   0.524     0.513     0.508     0.493     0.485     0.481     0.478     0.474
C1907TS010_1  [0]      0.00     0        0.491    0.490    0.473    0.470    0.467    0.471    0.473     0.474     0.481     0.481     0.476     0.475     0.473     0.473     0.474
C1907TS010_5  [0]      0.00     0        0        0.513    0.496    0.481    0.477    0.479    0.487     0.500     0.496     0.500     0.498     0.497     0.496     0.494     0.493
C1907TS309_2  [0]      0.00     0        0        0        0.412    0.409    0.430    0.440    0.436     0.439     0.439     0.439     0.447     0.457     0.460     0.464     0.465
C1907TS010_3  [0]      0.00     0        0        0        0        0.442    0.444    0.446    0.444     0.450     0.444     0.440     0.438     0.438     0.436     0.437     0.438
C1907TS211_3  [0]      0.00     0        0        0        0        0        0.468    0.474    0.469     0.468     0.466     0.470     0.479     0.482     0.485     0.489     0.490
C1907TS414_4  [0]      0.00     0        0        0        0        0        0        0.489    0.486     0.499     0.501     0.496     0.500     0.504     0.510     0.512     0.514
C1907TS213_5  [0]      0.00     0        0        0        0        0        0        0        0.482     0.509     [0.531]   0.548     0.530     0.518     0.518     0.510     0.504
C1907TS273_2  [0]      0.00     0        0        0        0        0        0        0        0         [0.528]   0.519     0.515     0.501     0.493     0.491     0.487     0.483
C1907TS414_3  [0]      0.00     0        0        0        0        0        0        0        0         0.511     0.512     0.510     0.512     0.518     0.519     0.524     0.527
C1907TS213_1  [0]      0.00     0        0        0        0        0        0        0        0         0.507     0.528     0.545     0.528     0.517     0.517     0.510     0.504
C1907TS152_1  [0]      0.00     0        0        0        0        0        0        0        0         0.504     0.504     0.501     0.515     0.516     0.520     [0.529]   0.532
C1907TS349_3  [0]      0.00     0        0        0        0        0        0        0        0         0.428     0.417     0.414     0.413     0.412     0.409     0.409     0.408
C1907TS010_4  [0]      0.00     0        0        0        0        0        0        0        0         0         0.524     0.541     0.522     0.510     0.510     0.501     0.495
C1907TS414_5  [0]      0.00     0        0        0        0        0        0        0        0         0         0.522     0.519     0.518     [0.521]   [0.522]   0.525     0.527
C1907TS273_3  [0]      0.00     0        0        0        0        0        0        0        0         0         0.519     0.534     0.517     0.505     0.505     0.496     0.491
C1907TS073_2  [0]      0.00     0        0        0        0        0        0        0        0         0         0.452     0.445     0.446     0.453     0.453     0.454     0.461
C1907TS456_4  [0]      0.00     0        0        0        0        0        0        0        0         0         0.425     0.419     0.425     0.427     0.427     0.432     0.434
C1907TS213_3  [0]      0.00     0        0        0        0        0        0        0        0         0         0         [0.550]   [0.532]   [0.521]   0.521     0.513     0.507
C1907TS213_2  [0]      0.00     0        0        0        0        0        0        0        0         0         0         0.544     0.526     0.515     0.516     0.508     0.502
C1907TS087_1  [0]      0.00     0        0        0        0        0        0        0        0         0         0         0.493     0.491     0.491     0.490     0.489     0.490
C1907TS211_4  [0]      0.00     0        0        0        0        0        0        0        0         0         0         0.474     0.476     0.477     0.478     0.478     0.477
C1907TS349_2  [0]      0.00     0        0        0        0        0        0        0        0         0         0         0.432     0.435     0.435     0.435     0.436     0.440
C1907TS413_2  [0]      0.00     0        0        0        0        0        0        0        0         0         0         0         0.504     0.506     0.510     0.519     0.522
C1907TS413_4  [0]      0.00     0        0        0        0        0        0        0        0         0         0         0         0.501     0.503     0.508     0.518     0.521
C1907TS240_4  [0]      0.00     0        0        0        0        0        0        0        0         0         0         0         0.482     0.500     0.500     0.501     0.505
C1907TS228_2  [0]      0.00     0        0        0        0        0        0        0        0         0         0         0         0.439     0.444     0.458     0.470     0.468
C1907TS349_4  [0]      0.00     0        0        0        0        0        0        0        0         0         0         0         0.422     0.421     0.422     0.422     0.422
C1907TS240_5  [0]      0.00     0        0        0        0        0        0        0        0         0         0         0         0         0.505     0.506     0.506     0.511
C1907TS240_3  [0]      0.00     0        0        0        0        0        0        0        0         0         0         0         0         0.498     0.498     0.498     0.503
C1907TS211_1  [0]      0.00     0        0        0        0        0        0        0        0         0         0         0         0         0.497     0.499     0.503     0.505
C1907TS073_5  [0]      0.00     0        0        0        0        0        0        0        0         0         0         0         0         0.478     0.479     0.478     0.486
C1907TS087_4  [0]      0.00     0        0        0        0        0        0        0        0         0         0         0         0         0.433     0.435     0.437     0.439
C1907TS213_4  [0]      0.00     0        0        0        0        0        0        0        0         0         0         0         0         0         [0.522]   0.515     0.509
C1907TS413_1  [0]      0.00     0        0        0        0        0        0        0        0         0         0         0         0         0         0.516     0.524     0.527
C1907TS414_2  [0]      0.00     0        0        0        0        0        0        0        0         0         0         0         0         0         0.507     0.509     0.510
C1907TS228_4  [0]      0.00     0        0        0        0        0        0        0        0         0         0         0         0         0         0.459     0.471     0.470
C1907TS230_1  [0]      0.00     0        0        0        0        0        0        0        0         0         0         0         0         0         0.442     0.445     0.448
C1907TS413_5  [0]      0.00     0        0        0        0        0        0        0        0         0         0         0         0         0         0         0.524     0.527
C1907TS414_1  [0]      0.00     0        0        0        0        0        0        0        0         0         0         0         0         0         0         0.524     0.526
C1907TS413_3  [0]      0.00     0        0        0        0        0        0        0        0         0         0         0         0         0         0         0.524     0.526
C1907TS228_5  [0]      0.00     0        0        0        0        0        0        0        0         0         0         0         0         0         0         0.468     0.467
C1907TS215_1  [0]      0.00     0        0        0        0        0        0        0        0         0         0         0         0         0         0         0.422     0.422
C1907TS152_2  [0]      0.00     0        0        0        0        0        0        0        0         0         0         0         0         0         0         0         [0.534]
C1907TS240_2  [0]      0.00     0        0        0        0        0        0        0        0         0         0         0         0         0         0         0         0.512
C1907TS073_4  [0]      0.00     0        0        0        0        0        0        0        0         0         0         0         0         0         0         0         0.492
C1907TS073_1  [0]      0.00     0        0        0        0        0        0        0        0         0         0         0         0         0         0         0         0.460
C1907TS349_5  [0]      0.00     0        0        0        0        0        0        0        0         0         0         0         0         0         0         0         0.451
